id,date,zipcode,City,price,bedrooms,bathrooms,sqft_living,House Size,sqft_lot,floors,waterfront,Are there Waterfronts ?,view,How many views ?,condition,Habitability,grade,Architechture,sqft_above,sqft_basement,yr_built,yr_renovated,Renovated/Not Renovated,sqft_living15,sqft_lot15
686450330,9/15/2014,98008,Bellevue,"$575,000.00 ",4,2,2060,Large,12155,1,0,No,0,No View,4,Good,8,High Quality ,2060,0,1968,0,Not Renovated,2360,8625
8563080020,10/28/2014,98008,Bellevue,"$740,000.00 ",3,3,2960,Very Large,9350,2,0,No,2,Average View,4,Good,9,High Quality ,2960,0,1978,0,Not Renovated,2960,11745
627300190,8/12/2014,98008,Bellevue,"$839,000.00 ",4,3,2400,Large,12469,1,0,No,2,Average View,4,Good,8,High Quality ,1760,640,1958,0,Not Renovated,2400,10400
9557300190,7/11/2014,98008,Bellevue,"$440,000.00 ",3,2,1900,Medium,7225,1,0,No,0,No View,3,Average,8,High Quality ,1220,680,1970,0,Not Renovated,1900,7399
8563000250,8/12/2014,98008,Bellevue,"$522,500.00 ",3,2,1710,Medium,9707,1,0,No,0,No View,4,Good,8,High Quality ,1710,0,1966,0,Not Renovated,1820,8700
4037000635,3/27/2015,98008,Bellevue,"$485,000.00 ",4,2,1850,Medium,9911,1,0,No,0,No View,4,Good,7,High Quality ,1850,0,1957,0,Not Renovated,1650,8670
6751500285,7/31/2014,98008,Bellevue,"$555,700.00 ",3,2,1810,Medium,12420,1,0,No,0,No View,4,Good,7,High Quality ,1810,0,1957,0,Not Renovated,2230,12330
4040800050,11/19/2014,98008,Bellevue,"$415,000.00 ",3,2,1090,Small,8400,1,0,No,0,No View,4,Good,7,High Quality ,1090,0,1966,0,Not Renovated,1320,8400
3625059109,5/8/2014,98008,Bellevue,"$1,050,000.00 ",4,3,2920,Very Large,33976,1,0,No,3,Good View,5,Excellent,8,High Quality ,1460,1460,1964,0,Not Renovated,2970,15210
4384000020,7/3/2014,98008,Bellevue,"$605,000.00 ",4,3,2800,Very Large,10786,1,0,No,0,No View,3,Average,8,High Quality ,1420,1380,1970,0,Not Renovated,2140,10788
4037800020,10/8/2014,98008,Bellevue,"$497,500.00 ",5,2,2170,Large,8610,1,0,No,0,No View,4,Good,7,High Quality ,1230,940,1959,0,Not Renovated,1670,8610
3999300290,10/16/2014,98008,Bellevue,"$850,000.00 ",3,4,2620,Very Large,11148,2,0,No,4,Excellent View,4,Good,9,High Quality ,2060,560,1977,0,Not Renovated,2590,10796
686300420,6/23/2014,98008,Bellevue,"$590,000.00 ",4,3,3220,Very Large,7875,1.5,0,No,0,No View,4,Good,8,High Quality ,3220,0,1966,0,Not Renovated,1600,7875
267000130,6/3/2014,98008,Bellevue,"$613,000.00 ",5,3,2070,Large,12000,1,0,No,0,No View,4,Good,7,High Quality ,1340,730,1967,0,Not Renovated,2090,12000
2624300080,7/24/2014,98008,Bellevue,"$825,000.00 ",3,3,3730,Very Large,35900,1,0,No,0,No View,3,Average,9,High Quality ,2960,770,1979,0,Not Renovated,2280,16026
4038200480,12/1/2014,98008,Bellevue,"$480,000.00 ",3,1,1160,Small,8800,1,0,No,0,No View,4,Good,7,High Quality ,1160,0,1959,0,Not Renovated,1750,8400
4039700080,3/17/2015,98008,Bellevue,"$670,000.00 ",4,2,1930,Large,9310,1,0,No,0,No View,4,Good,9,High Quality ,1930,0,1968,0,Not Renovated,2110,10290
4037700285,7/31/2014,98008,Bellevue,"$415,000.00 ",3,1,1300,Small,7975,1,0,No,0,No View,4,Good,7,High Quality ,1300,0,1958,0,Not Renovated,1570,9075
7922800190,3/11/2015,98008,Bellevue,"$620,000.00 ",5,2,2000,Large,8713,1,0,No,2,Average View,3,Average,7,High Quality ,1000,1000,1962,0,Not Renovated,2040,8449
259601100,5/13/2014,98008,Bellevue,"$580,000.00 ",5,2,2290,Large,7125,1,0,No,0,No View,3,Average,7,High Quality ,1190,1100,1964,0,Not Renovated,1460,7920
8155500020,10/18/2014,98008,Bellevue,"$530,000.00 ",5,3,2500,Large,7140,1,0,No,0,No View,4,Good,7,High Quality ,1250,1250,1968,0,Not Renovated,2230,8400
3298400470,2/4/2015,98008,Bellevue,"$437,400.00 ",3,2,2150,Large,8925,1,0,No,0,No View,4,Good,7,High Quality ,2150,0,1960,0,Not Renovated,1100,7875
4037000080,6/15/2014,98008,Bellevue,"$416,000.00 ",3,1,1110,Small,12150,1,0,No,0,No View,4,Good,7,High Quality ,1110,0,1957,0,Not Renovated,1490,8200
7922900460,12/5/2014,98008,Bellevue,"$660,000.00 ",3,2,2030,Large,9032,2,0,No,2,Average View,4,Good,7,High Quality ,2030,0,1963,0,Not Renovated,2350,8937
259800680,8/5/2014,98008,Bellevue,"$534,000.00 ",4,2,2130,Large,7210,1,0,No,0,No View,5,Excellent,7,High Quality ,1330,800,1965,0,Not Renovated,1310,7896
3999300080,9/4/2014,98008,Bellevue,"$887,000.00 ",6,2,3830,Very Large,11180,1,0,No,2,Average View,5,Excellent,9,High Quality ,2440,1390,1962,0,Not Renovated,2500,10400
267000170,12/10/2014,98008,Bellevue,"$575,950.00 ",3,2,1640,Medium,12000,1,0,No,0,No View,3,Average,7,High Quality ,1180,460,1967,0,Not Renovated,1620,12000
8857320130,3/10/2015,98008,Bellevue,"$472,000.00 ",2,2,1800,Medium,2748,2,0,No,0,No View,4,Good,9,High Quality ,1800,0,1979,0,Not Renovated,1800,2755
4037000185,9/19/2014,98008,Bellevue,"$395,000.00 ",4,2,2060,Large,7900,1,0,No,0,No View,4,Good,7,High Quality ,1070,990,1957,0,Not Renovated,1830,8000
4036801315,11/4/2014,98008,Bellevue,"$425,000.00 ",4,2,1620,Medium,7875,1,0,No,0,No View,3,Average,7,High Quality ,1620,0,1956,0,Not Renovated,1890,8400
9557300080,8/22/2014,98008,Bellevue,"$588,000.00 ",4,2,1930,Large,7245,1,0,No,0,No View,4,Good,8,High Quality ,1510,420,1972,0,Not Renovated,1880,7245
4039800080,5/29/2014,98008,Bellevue,"$1,360,000.00 ",5,4,5960,Very Large,13703,2,0,No,2,Average View,3,Average,10,Custom ,4770,1190,1984,0,Not Renovated,2810,17320
3376600170,8/28/2014,98008,Bellevue,"$546,800.00 ",4,2,2170,Large,10000,1,0,No,0,No View,3,Average,8,High Quality ,1420,750,1975,0,Not Renovated,2390,11000
7922900250,5/20/2014,98008,Bellevue,"$507,500.00 ",3,2,2020,Large,8118,1,0,No,0,No View,3,Average,7,High Quality ,1020,1000,1963,0,Not Renovated,1670,8118
8563030500,3/30/2015,98008,Bellevue,"$539,950.00 ",3,2,1820,Medium,9875,1,0,No,0,No View,4,Good,8,High Quality ,1820,0,1966,0,Not Renovated,2670,10000
4037000470,3/16/2015,98008,Bellevue,"$550,000.00 ",3,2,1440,Medium,8957,1,0,No,0,No View,4,Good,7,High Quality ,1440,0,1957,0,Not Renovated,1340,8780
4038700680,7/25/2014,98008,Bellevue,"$750,000.00 ",5,3,2230,Large,8560,1,0,No,0,No View,3,Average,8,High Quality ,1150,1080,1960,2014,Renovated,2040,8560
6751500185,4/21/2015,98008,Bellevue,"$795,000.00 ",5,3,2750,Very Large,10000,1,0,No,0,No View,4,Good,7,High Quality ,1730,1020,1957,0,Not Renovated,2520,10000
7431500280,11/10/2014,98008,Bellevue,"$959,750.00 ",4,3,3060,Very Large,50002,1,0,No,2,Average View,4,Good,8,High Quality ,2460,600,1957,0,Not Renovated,2740,16181
4036800900,9/24/2014,98008,Bellevue,"$447,000.00 ",3,1,1310,Small,7000,1,0,No,0,No View,4,Good,7,High Quality ,1310,0,1958,0,Not Renovated,1280,7300
8881900230,12/2/2014,98008,Bellevue,"$755,000.00 ",3,3,2870,Very Large,6600,2,0,No,2,Average View,3,Average,8,High Quality ,2870,0,1984,0,Not Renovated,2570,7925
8563000110,4/24/2015,98008,Bellevue,"$427,000.00 ",4,2,1460,Medium,9750,1,0,No,0,No View,4,Good,7,High Quality ,1460,0,1967,0,Not Renovated,1820,9840
259700180,4/28/2015,98008,Bellevue,"$517,000.00 ",4,1,1650,Medium,8250,1,0,No,0,No View,3,Average,7,High Quality ,1650,0,1966,0,Not Renovated,2240,9776
4037200690,12/8/2014,98008,Bellevue,"$458,450.00 ",4,1,1330,Small,9715,1,0,No,0,No View,4,Good,7,High Quality ,970,360,1957,0,Not Renovated,1590,8400
6752000330,8/15/2014,98008,Bellevue,"$490,000.00 ",3,2,1490,Medium,11360,1,0,No,0,No View,3,Average,8,High Quality ,1490,0,1975,0,Not Renovated,2350,10320
4037000065,4/14/2015,98008,Bellevue,"$412,000.00 ",3,2,1320,Small,8000,1,0,No,0,No View,3,Average,7,High Quality ,1320,0,1957,0,Not Renovated,1720,8100
3625059152,12/30/2014,98008,Bellevue,"$3,300,000 ",3,3,4220,Very Large,41300,1,1,Yes,4,Excellent View,4,Good,11,Custom ,2460,1760,1958,1987,Renovated,3810,30401
259801140,12/12/2014,98008,Bellevue,"$451,000.00 ",4,2,1680,Medium,7800,1,0,No,0,No View,3,Average,7,High Quality ,1330,350,1966,0,Not Renovated,1680,7210
8857320120,3/10/2015,98008,Bellevue,"$542,000.00 ",2,2,1800,Medium,2819,2,0,No,2,Average View,4,Good,9,High Quality ,1800,0,1979,0,Not Renovated,1800,2755
8043700300,6/8/2014,98008,Bellevue,"$2,700,000 ",4,3,4420,Very Large,7850,2,1,Yes,4,Excellent View,3,Average,11,Custom ,3150,1270,2001,0,Not Renovated,2760,8525
259800750,2/23/2015,98008,Bellevue,"$455,000.00 ",3,2,1250,Small,8004,1,0,No,0,No View,3,Average,7,High Quality ,1250,0,1965,0,Not Renovated,1450,7931
9557300040,2/25/2015,98008,Bellevue,"$539,000.00 ",5,2,2590,Very Large,7245,1,0,No,0,No View,3,Average,8,High Quality ,1510,1080,1973,0,Not Renovated,1930,7245
259801030,3/9/2015,98008,Bellevue,"$526,000.00 ",4,2,1610,Medium,8000,1,0,No,0,No View,3,Average,7,High Quality ,1190,420,1966,0,Not Renovated,1560,7896
7923200150,9/15/2014,98008,Bellevue,"$537,000.00 ",4,2,2230,Large,7957,1,0,No,0,No View,4,Good,7,High Quality ,2230,0,1967,0,Not Renovated,2230,8040
4038200120,8/25/2014,98008,Bellevue,"$534,000.00 ",5,2,2120,Large,8625,1,0,No,0,No View,3,Average,7,High Quality ,1200,920,1959,0,Not Renovated,1930,8625
1830300090,4/1/2015,98008,Bellevue,"$670,000.00 ",5,3,2520,Large,13001,2,0,No,1,Fair View,3,Average,8,High Quality ,2010,510,1973,0,Not Renovated,2170,8215
6189600040,11/17/2014,98008,Bellevue,"$443,000.00 ",3,2,1810,Medium,7950,1,0,No,0,No View,4,Good,7,High Quality ,1810,0,1968,0,Not Renovated,1680,7725
4037000925,3/27/2015,98008,Bellevue,"$650,000.00 ",5,2,2400,Large,13450,1,0,No,0,No View,5,Excellent,7,High Quality ,1200,1200,1957,0,Not Renovated,1950,10361
9253900408,4/8/2015,98008,Bellevue,"$1,400,000 ",3,3,3130,Very Large,19530,1,1,Yes,4,Excellent View,3,Average,8,High Quality ,1690,1440,1947,1984,Renovated,2980,18782
8563000300,9/15/2014,98008,Bellevue,"$675,000.00 ",4,2,2260,Large,8715,1,0,No,0,No View,4,Good,8,High Quality ,1530,730,1976,0,Not Renovated,2220,8650
686300450,7/8/2014,98008,Bellevue,"$720,000.00 ",4,2,2410,Large,8400,2,0,No,0,No View,5,Excellent,8,High Quality ,2410,0,1965,0,Not Renovated,1910,8056
7375300100,11/24/2014,98008,Bellevue,"$400,000.00 ",3,2,1510,Medium,7642,1,0,No,0,No View,3,Average,7,High Quality ,1510,0,1959,0,Not Renovated,2180,8357
8563001130,8/28/2014,98008,Bellevue,"$654,000.00 ",5,3,2960,Very Large,8968,1,0,No,0,No View,4,Good,8,High Quality ,1640,1320,1965,0,Not Renovated,1890,9077
7376300085,5/5/2015,98008,Bellevue,"$530,000.00 ",3,2,1430,Medium,10350,1,0,No,0,No View,3,Average,7,High Quality ,1430,0,1959,0,Not Renovated,1890,10350
7430500301,10/16/2014,98008,Bellevue,"$700,000.00 ",3,2,2240,Large,7227,2,0,No,1,Fair View,3,Average,9,High Quality ,1440,800,1977,0,Not Renovated,3150,16150
7751800115,8/26/2014,98008,Bellevue,"$425,000.00 ",3,2,1390,Small,9680,1,0,No,0,No View,4,Good,7,High Quality ,1390,0,1956,0,Not Renovated,1460,10050
4038600300,9/2/2014,98008,Bellevue,"$650,000.00 ",4,3,2900,Very Large,15535,1,0,No,2,Average View,4,Good,7,High Quality ,1870,1030,1961,0,Not Renovated,2330,10217
224059021,12/19/2014,98008,Bellevue,"$450,000.00 ",3,1,1150,Small,35415,1,0,No,0,No View,4,Good,7,High Quality ,1010,140,1950,0,Not Renovated,2460,11781
8563010130,7/25/2014,98008,Bellevue,"$1,300,000.00 ",3,3,3350,Very Large,7752,1,0,No,0,No View,3,Average,9,High Quality ,2180,1170,2009,0,Not Renovated,2570,7988
8043700105,4/17/2015,98008,Bellevue,"$2,300,000 ",4,4,4360,Very Large,8175,3,1,Yes,4,Excellent View,3,Average,10,Custom ,3940,420,2007,0,Not Renovated,2670,8525
7430500110,12/9/2014,98008,Bellevue,"$1,380,000.00 ",5,4,5150,Very Large,12230,2,0,No,2,Average View,3,Average,10,Custom ,3700,1450,2007,0,Not Renovated,2940,13462
9253900271,1/7/2015,98008,Bellevue,"$3,570,000 ",5,5,4850,Very Large,10584,2,1,Yes,4,Excellent View,3,Average,10,Custom ,3540,1310,2007,0,Not Renovated,3470,18270
1531000030,3/23/2015,98010,Black Diamond,"$720,000.00 ",4,3,3450,Very Large,39683,2,0,No,0,No View,3,Average,10,Custom ,3450,0,2002,0,Not Renovated,3350,39750
4058000060,4/9/2015,98010,Black Diamond,"$416,000.00 ",3,2,2220,Large,94300,1,0,No,0,No View,5,Excellent,7,High Quality ,1640,580,1976,0,Not Renovated,2070,80100
1521069070,2/18/2015,98010,Black Diamond,"$204,000.00 ",3,1,1040,Small,7405,1,0,No,0,No View,4,Good,6,Standard ,1040,0,1971,0,Not Renovated,1580,7405
4233400340,8/20/2014,98010,Black Diamond,"$185,000.00 ",3,2,1430,Medium,10816,2,0,No,0,No View,3,Average,7,High Quality ,1430,0,1994,0,Not Renovated,1560,10816
4233400400,4/14/2015,98010,Black Diamond,"$267,000.00 ",3,2,1300,Small,9644,1,0,No,0,No View,3,Average,7,High Quality ,1300,0,1994,0,Not Renovated,1430,9656
1421069208,12/23/2014,98010,Black Diamond,"$379,000.00 ",3,3,2660,Very Large,17852,2.5,0,No,0,No View,3,Average,8,High Quality ,2660,0,2014,0,Not Renovated,1320,11876
6151800624,4/8/2015,98010,Black Diamond,"$288,349.00 ",3,1,1250,Small,18616,1,0,No,0,No View,4,Good,6,Standard ,1250,0,1972,0,Not Renovated,1920,15654
5416300240,2/2/2015,98010,Black Diamond,"$935,000.00 ",4,5,5670,Very Large,84267,2,0,No,2,Average View,3,Average,11,Custom ,5670,0,2008,0,Not Renovated,4100,83729
5636000400,5/7/2014,98010,Black Diamond,"$253,000.00 ",3,2,1250,Small,10122,1,0,No,0,No View,3,Average,7,High Quality ,1250,0,1994,0,Not Renovated,1980,10175
1531000140,7/1/2014,98010,Black Diamond,"$650,000.00 ",4,3,3350,Very Large,46748,2,0,No,0,No View,3,Average,10,Custom ,3350,0,2004,0,Not Renovated,3350,39683
8100000060,7/29/2014,98010,Black Diamond,"$208,000.00 ",3,2,1070,Small,7200,1,0,No,0,No View,3,Average,7,High Quality ,1070,0,1994,0,Not Renovated,1480,7200
2822079012,4/10/2015,98010,Black Diamond,"$340,000.00 ",3,2,1740,Medium,46580,1,0,No,0,No View,4,Good,7,High Quality ,1740,0,1980,0,Not Renovated,1576,54685
7299500200,8/15/2014,98010,Black Diamond,"$190,000.00 ",2,1,840,Small,12252,1,0,No,0,No View,3,Average,6,Standard ,840,0,1994,0,Not Renovated,1010,11876
7123400045,5/23/2014,98010,Black Diamond,"$225,000.00 ",2,1,1300,Small,11867,1.5,0,No,0,No View,4,Good,6,Standard ,1300,0,1975,0,Not Renovated,820,11867
6151800135,8/27/2014,98010,Black Diamond,"$640,000.00 ",4,2,2020,Large,16120,1,0,No,0,No View,3,Average,7,High Quality ,2020,0,1969,0,Not Renovated,1940,16350
421079105,3/9/2015,98010,Black Diamond,"$325,000.00 ",3,2,1480,Medium,97138,1.5,0,No,0,No View,3,Average,7,High Quality ,1480,0,1984,0,Not Renovated,1730,176418
6151800070,9/3/2014,98010,Black Diamond,"$700,000.00 ",3,2,2600,Very Large,7668,1,0,No,0,No View,4,Good,8,High Quality ,1300,1300,1968,0,Not Renovated,1980,13664
1421069159,11/10/2014,98010,Black Diamond,"$520,000.00 ",3,3,2280,Large,58712,2.5,0,No,3,Good View,3,Average,9,High Quality ,2280,0,1987,0,Not Renovated,2240,24332
6151800486,7/18/2014,98010,Black Diamond,"$260,000.00 ",2,1,1270,Small,19602,1,0,No,0,No View,3,Average,6,Standard ,1270,0,1977,0,Not Renovated,1270,17699
8100000090,11/11/2014,98010,Black Diamond,"$256,000.00 ",3,3,1480,Medium,7200,2,0,No,0,No View,5,Excellent,7,High Quality ,1480,0,1995,0,Not Renovated,1350,7200
3222079162,8/13/2014,98010,Black Diamond,"$322,000.00 ",3,2,1760,Medium,43575,1,0,No,0,No View,3,Average,7,High Quality ,1160,600,1988,0,Not Renovated,1760,46038
7574000100,4/8/2015,98010,Black Diamond,"$350,000.00 ",3,2,1580,Medium,19998,1,0,No,0,No View,4,Good,7,High Quality ,1580,0,1968,0,Not Renovated,1860,19998
844001140,10/28/2014,98010,Black Diamond,"$206,000.00 ",3,1,1050,Small,5233,1,0,No,0,No View,5,Excellent,5,Basic ,1050,0,1906,0,Not Renovated,970,7500
321079066,4/23/2015,98010,Black Diamond,"$430,000.00 ",3,2,1810,Medium,349351,1.5,0,No,0,No View,3,Average,7,High Quality ,1810,0,2002,0,Not Renovated,2480,339332
4392200165,9/4/2014,98010,Black Diamond,"$440,000.00 ",1,1,850,Small,6567,1,0,No,0,No View,4,Good,6,Standard ,850,0,1940,0,Not Renovated,2160,9794
8847400115,7/23/2014,98010,Black Diamond,"$590,000.00 ",3,2,2420,Large,208652,1.5,0,No,0,No View,3,Average,8,High Quality ,2420,0,2005,0,Not Renovated,3180,212137
2522069064,10/27/2014,98010,Black Diamond,"$135,000.00 ",2,1,1220,Small,7250,1,0,No,0,No View,4,Good,6,Standard ,1220,0,1914,0,Not Renovated,1350,20250
2322069168,5/7/2014,98010,Black Diamond,"$630,000.00 ",3,3,2680,Very Large,327135,2,0,No,0,No View,3,Average,8,High Quality ,2680,0,1995,0,Not Renovated,2020,60080
8100000110,12/26/2014,98010,Black Diamond,"$241,250.00 ",3,2,1350,Small,7588,1,0,No,0,No View,3,Average,7,High Quality ,1350,0,1993,0,Not Renovated,1470,7341
2421069039,2/9/2015,98010,Black Diamond,"$340,000.00 ",3,2,1340,Small,196020,1,0,No,0,No View,4,Good,7,High Quality ,1340,0,1987,0,Not Renovated,2250,232230
1221079058,8/27/2014,98010,Black Diamond,"$435,000.00 ",2,1,1120,Small,88327,1.5,0,No,0,No View,4,Good,6,Standard ,1120,0,1972,0,Not Renovated,1640,136662
4067600275,8/26/2014,98010,Black Diamond,"$630,000.00 ",3,1,1360,Small,13000,1,0,No,0,No View,5,Excellent,6,Standard ,1360,0,1945,0,Not Renovated,1890,19650
844000425,12/23/2014,98010,Black Diamond,"$199,999.00 ",3,1,960,Small,10815,1,0,No,0,No View,5,Excellent,5,Basic ,960,0,1900,0,Not Renovated,1330,10815
1021079099,11/6/2014,98010,Black Diamond,"$345,000.00 ",3,3,1990,Large,20466,1.5,0,No,0,No View,4,Good,8,High Quality ,1410,580,1987,0,Not Renovated,1660,93393
9283800050,8/19/2014,98010,Black Diamond,"$575,000.00 ",2,2,1750,Medium,19709,1.5,0,No,0,No View,4,Good,8,High Quality ,1440,310,1978,0,Not Renovated,1950,21075
2025600280,4/6/2015,98010,Black Diamond,"$241,400.00 ",3,2,1420,Small,9828,1,0,No,0,No View,4,Good,7,High Quality ,1420,0,1990,0,Not Renovated,1550,7227
7167000020,6/16/2014,98010,Black Diamond,"$792,500.00 ",4,3,4290,Very Large,175421,2,0,No,0,No View,3,Average,10,Custom ,4290,0,2004,0,Not Renovated,3370,63162
1421079007,3/24/2015,98010,Black Diamond,"$408,506.00 ",3,3,2480,Large,209199,1.5,0,No,0,No View,3,Average,8,High Quality ,1870,610,2000,0,Not Renovated,2040,219229
6151800080,9/2/2014,98010,Black Diamond,"$570,000.00 ",3,2,1980,Large,10203,1,0,No,0,No View,4,Good,7,High Quality ,1680,300,1946,0,Not Renovated,1980,13664
2896310420,2/19/2015,98010,Black Diamond,"$615,000.00 ",4,3,3120,Very Large,34040,2,0,No,0,No View,3,Average,9,High Quality ,3120,0,1997,0,Not Renovated,2420,25201
7574200210,6/18/2014,98010,Black Diamond,"$407,450.00 ",4,2,2310,Large,68824,2,0,No,0,No View,4,Good,7,High Quality ,2310,0,1968,0,Not Renovated,2020,39900
521079025,4/17/2015,98010,Black Diamond,"$579,000.00 ",3,3,3160,Very Large,286181,2,0,No,3,Good View,3,Average,9,High Quality ,3160,0,2002,0,Not Renovated,2110,94663
844001485,4/29/2015,98010,Black Diamond,"$320,900.00 ",5,3,2200,Large,8500,1,0,No,0,No View,4,Good,7,High Quality ,1400,800,1971,0,Not Renovated,1360,8855
3622069095,9/17/2014,98010,Black Diamond,"$679,000.00 ",4,4,3420,Very Large,49223,2,0,No,0,No View,3,Average,9,High Quality ,3420,0,2004,0,Not Renovated,3580,49223
844000180,2/25/2015,98010,Black Diamond,"$200,000.00 ",4,2,1780,Medium,8000,2,0,No,0,No View,4,Good,6,Standard ,1080,700,1900,1996,Renovated,1750,9147
6151800330,4/21/2015,98010,Black Diamond,"$790,000.00 ",3,3,2390,Large,15084,2,0,No,0,No View,3,Average,8,High Quality ,2390,0,2000,0,Not Renovated,1850,17494
5636000210,2/23/2015,98010,Black Diamond,"$359,999.00 ",5,3,2680,Very Large,9624,2,0,No,0,No View,3,Average,7,High Quality ,1870,810,1995,0,Not Renovated,1860,9921
2896310120,11/17/2014,98010,Black Diamond,"$545,000.00 ",4,3,2820,Very Large,25995,2,0,No,0,No View,3,Average,9,High Quality ,2820,0,1998,0,Not Renovated,3330,27653
3622069122,9/3/2014,98010,Black Diamond,"$665,000.00 ",4,4,3770,Very Large,47480,2,0,No,0,No View,3,Average,9,High Quality ,3770,0,2003,0,Not Renovated,3380,42689
2322069175,2/24/2015,98010,Black Diamond,"$319,502.00 ",3,2,1610,Medium,38707,1,0,No,0,No View,3,Average,7,High Quality ,1610,0,1990,0,Not Renovated,1930,45151
3022079080,7/15/2014,98010,Black Diamond,"$650,000.00 ",4,3,3420,Very Large,222156,2,0,No,0,No View,3,Average,9,High Quality ,3420,0,2002,0,Not Renovated,3340,222156
4391600035,7/1/2014,98010,Black Diamond,"$510,000.00 ",3,2,1750,Medium,7020,2,0,No,0,No View,3,Average,7,High Quality ,1750,0,1934,1978,Renovated,1170,9546
4233400490,8/20/2014,98010,Black Diamond,"$262,000.00 ",3,3,1680,Medium,10300,2,0,No,0,No View,4,Good,7,High Quality ,1680,0,1994,0,Not Renovated,1680,9849
4391600065,8/14/2014,98010,Black Diamond,"$330,000.00 ",2,1,520,Small,6862,1,0,No,0,No View,4,Good,4,Substandard ,520,0,1924,1980,Renovated,1170,8756
3222079083,5/14/2014,98010,Black Diamond,"$499,000.00 ",3,2,2090,Large,42689,1.5,0,No,0,No View,3,Average,7,High Quality ,2090,0,1959,1998,Renovated,1890,18276
4068300160,1/22/2015,98010,Black Diamond,"$263,500.00 ",3,2,1610,Medium,14000,1,0,No,0,No View,4,Good,7,High Quality ,1050,560,1977,0,Not Renovated,1550,10080
1621069045,1/5/2015,98010,Black Diamond,"$600,000.00 ",4,3,3870,Very Large,50965,2,0,No,0,No View,3,Average,10,Custom ,3870,0,2007,0,Not Renovated,2170,65843
3622069050,11/21/2014,98010,Black Diamond,"$212,644.00 ",3,1,1570,Medium,9650,1.5,0,No,0,No View,5,Excellent,5,Basic ,1570,0,1922,0,Not Renovated,1330,9650
7167000060,11/24/2014,98010,Black Diamond,"$774,950.00 ",4,3,3410,Very Large,179419,2,0,No,0,No View,3,Average,10,Custom ,3410,0,2004,0,Not Renovated,3350,175421
5636010560,9/29/2014,98010,Black Diamond,"$314,500.00 ",4,3,2390,Large,9600,2,0,No,0,No View,3,Average,7,High Quality ,2390,0,1996,0,Not Renovated,1900,9603
1421069117,4/17/2015,98010,Black Diamond,"$240,000.00 ",3,2,1460,Medium,13503,1,0,No,0,No View,4,Good,6,Standard ,1460,0,1977,0,Not Renovated,1460,13394
3622069114,9/9/2014,98010,Black Diamond,"$655,000.00 ",4,4,3420,Very Large,33106,2,0,No,0,No View,3,Average,9,High Quality ,3420,0,2004,0,Not Renovated,3420,36590
4067600160,4/2/2015,98010,Black Diamond,"$902,500.00 ",3,4,3240,Very Large,23522,2,0,No,0,No View,3,Average,10,Custom ,2130,1110,1992,0,Not Renovated,3180,23273
2896310160,8/22/2014,98010,Black Diamond,"$625,000.00 ",4,3,3190,Very Large,27806,2,0,No,0,No View,3,Average,9,High Quality ,3190,0,1997,0,Not Renovated,2810,28619
844001052,1/28/2015,98010,Black Diamond,"$365,000.00 ",4,3,1904,Medium,8200,2,0,No,0,No View,5,Excellent,7,High Quality ,1904,0,1999,0,Not Renovated,1560,12426
3022079094,10/6/2014,98010,Black Diamond,"$675,000.00 ",4,3,3320,Very Large,244807,2,0,No,0,No View,3,Average,9,High Quality ,3320,0,2001,0,Not Renovated,2530,217800
1421069123,9/9/2014,98010,Black Diamond,"$214,000.00 ",3,1,1020,Small,9147,1,0,No,0,No View,4,Good,6,Standard ,1020,0,1900,1965,Renovated,1600,9700
6151800612,1/7/2015,98010,Black Diamond,"$162,000.00 ",4,1,1460,Medium,16638,1,0,No,0,No View,4,Good,6,Standard ,1460,0,1975,0,Not Renovated,1460,16638
7167000040,8/13/2014,98010,Black Diamond,"$740,000.00 ",4,3,3350,Very Large,199253,2,0,No,0,No View,3,Average,10,Custom ,3350,0,2004,0,Not Renovated,3350,183897
7167000040,3/5/2015,98010,Black Diamond,"$700,000.00 ",4,3,3350,Very Large,199253,2,0,No,0,No View,3,Average,10,Custom ,3350,0,2004,0,Not Renovated,3350,183897
6151800606,2/25/2015,98010,Black Diamond,"$235,000.00 ",3,2,1520,Medium,12246,1,0,No,0,No View,4,Good,6,Standard ,1520,0,1971,0,Not Renovated,1460,12246
9283800230,6/25/2014,98010,Black Diamond,"$531,500.00 ",4,3,3110,Very Large,49765,1,0,No,0,No View,4,Good,8,High Quality ,3110,0,1958,1972,Renovated,1880,19709
3622069103,1/23/2015,98010,Black Diamond,"$760,000.00 ",4,3,3600,Very Large,155509,2,0,No,0,No View,3,Average,9,High Quality ,3600,0,2004,0,Not Renovated,3410,34412
3463400330,4/16/2015,98010,Black Diamond,"$460,000.00 ",3,2,2930,Very Large,29136,2,0,No,0,No View,3,Average,8,High Quality ,2240,690,1990,0,Not Renovated,2110,29362
3022079087,5/21/2014,98010,Black Diamond,"$712,000.00 ",4,3,3400,Very Large,247421,2,0,No,0,No View,3,Average,9,High Quality ,3400,0,2001,0,Not Renovated,3180,222156
6151800225,4/9/2015,98010,Black Diamond,"$475,000.00 ",3,2,1850,Medium,26445,1,0,No,0,No View,4,Good,7,High Quality ,1850,0,1962,1977,Renovated,2110,23280
2408800130,7/23/2014,98010,Black Diamond,"$424,900.00 ",4,3,2950,Very Large,49658,1,0,No,0,No View,4,Good,8,High Quality ,2950,0,1960,1998,Renovated,1720,54672
